STT,Sample_Index,True_Label_ID,True_Label_Name,Predicted_Label_ID,Predicted_Label_Name,Confidence_Score_%,Result
916,915,2,Pullover,2,Pullover,999.41,Chính xác
917,916,0,T-shirt/top,0,T-shirt/top,868.48,Chính xác
918,917,9,Ankle boot,9,Ankle boot,999.99,Chính xác
919,918,3,Dress,3,Dress,1000.0,Chính xác
920,919,7,Sneaker,7,Sneaker,1000.0,Chính xác
921,920,8,Bag,6,Shirt,996.07,Sai (Lỗi nhầm lẫn)
922,921,6,Shirt,4,Coat,817.97,Sai (Lỗi nhầm lẫn)
923,922,8,Bag,8,Bag,1000.0,Chính xác
924,923,3,Dress,3,Dress,999.99,Chính xác
925,924,4,Coat,4,Coat,971.28,Chính xác
926,925,7,Sneaker,7,Sneaker,999.89,Chính xác
927,926,0,T-shirt/top,0,T-shirt/top,998.85,Chính xác
928,927,7,Sneaker,7,Sneaker,1000.0,Chính xác
929,928,4,Coat,4,Coat,999.94,Chính xác
930,929,8,Bag,8,Bag,1000.0,Chính xác
931,930,0,T-shirt/top,6,Shirt,477.31,Sai (Lỗi nhầm lẫn)
932,931,3,Dress,3,Dress,996.67,Chính xác
933,932,4,Coat,4,Coat,999.01,Chính xác
934,933,4,Coat,4,Coat,985.57,Chính xác
935,934,3,Dress,3,Dress,999.91,Chính xác
936,935,4,Coat,6,Shirt,761.64,Sai (Lỗi nhầm lẫn)
937,936,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
938,937,0,T-shirt/top,6,Shirt,703.26,Sai (Lỗi nhầm lẫn)
939,938,6,Shirt,6,Shirt,972.14,Chính xác
940,939,4,Coat,4,Coat,681.49,Chính xác
941,940,9,Ankle boot,9,Ankle boot,999.97,Chính xác
942,941,1,Trouser,1,Trouser,1000.0,Chính xác
943,942,8,Bag,8,Bag,1000.0,Chính xác
944,943,1,Trouser,1,Trouser,1000.0,Chính xác
945,944,7,Sneaker,7,Sneaker,998.9,Chính xác
946,945,5,Sandal,5,Sandal,1000.0,Chính xác
947,946,5,Sandal,5,Sandal,1000.0,Chính xác
948,947,6,Shirt,6,Shirt,998.77,Chính xác
949,948,0,T-shirt/top,6,Shirt,518.97,Sai (Lỗi nhầm lẫn)
950,949,2,Pullover,2,Pullover,989.35,Chính xác
951,950,1,Trouser,1,Trouser,1000.0,Chính xác
952,951,0,T-shirt/top,0,T-shirt/top,924.57,Chính xác
953,952,5,Sandal,5,Sandal,1000.0,Chính xác
954,953,4,Coat,4,Coat,633.83,Chính xác
955,954,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
956,955,0,T-shirt/top,0,T-shirt/top,999.01,Chính xác
957,956,6,Shirt,2,Pullover,524.58,Sai (Lỗi nhầm lẫn)
958,957,7,Sneaker,7,Sneaker,1000.0,Chính xác
959,958,5,Sandal,5,Sandal,1000.0,Chính xác
960,959,0,T-shirt/top,0,T-shirt/top,997.89,Chính xác
961,960,3,Dress,4,Coat,308.85,Sai (Lỗi nhầm lẫn)
962,961,5,Sandal,5,Sandal,1000.0,Chính xác
963,962,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
964,963,6,Shirt,6,Shirt,985.41,Chính xác
965,964,8,Bag,8,Bag,1000.0,Chính xác
966,965,0,T-shirt/top,2,Pullover,499.77,Sai (Lỗi nhầm lẫn)
967,966,6,Shirt,6,Shirt,760.15,Chính xác
968,967,4,Coat,4,Coat,861.79,Chính xác
969,968,6,Shirt,6,Shirt,761.54,Chính xác
970,969,2,Pullover,2,Pullover,994.55,Chính xác
971,970,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
972,971,6,Shirt,6,Shirt,858.47,Chính xác
973,972,7,Sneaker,7,Sneaker,999.99,Chính xác
974,973,7,Sneaker,7,Sneaker,999.97,Chính xác
975,974,1,Trouser,1,Trouser,999.99,Chính xác
976,975,4,Coat,4,Coat,997.69,Chính xác
977,976,2,Pullover,4,Coat,678.85,Sai (Lỗi nhầm lẫn)
978,977,6,Shirt,0,T-shirt/top,891.28,Sai (Lỗi nhầm lẫn)
979,978,5,Sandal,5,Sandal,999.97,Chính xác
980,979,3,Dress,0,T-shirt/top,987.31,Sai (Lỗi nhầm lẫn)
981,980,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
982,981,9,Ankle boot,9,Ankle boot,999.99,Chính xác
983,982,8,Bag,8,Bag,1000.0,Chính xác
984,983,8,Bag,8,Bag,1000.0,Chính xác
985,984,3,Dress,3,Dress,912.51,Chính xác
986,985,0,T-shirt/top,0,T-shirt/top,859.65,Chính xác
987,986,2,Pullover,2,Pullover,907.87,Chính xác
988,987,4,Coat,4,Coat,853.47,Chính xác
989,988,6,Shirt,6,Shirt,1000.0,Chính xác
990,989,6,Shirt,6,Shirt,999.98,Chính xác
991,990,3,Dress,3,Dress,999.93,Chính xác
992,991,2,Pullover,2,Pullover,999.69,Chính xác
993,992,3,Dress,3,Dress,999.82,Chính xác
994,993,5,Sandal,5,Sandal,614.55,Chính xác
995,994,4,Coat,2,Pullover,619.43,Sai (Lỗi nhầm lẫn)
996,995,9,Ankle boot,9,Ankle boot,999.94,Chính xác
997,996,3,Dress,3,Dress,998.9,Chính xác
998,997,4,Coat,4,Coat,913.98,Chính xác
999,998,7,Sneaker,7,Sneaker,1000.0,Chính xác
1000,999,7,Sneaker,7,Sneaker,1000.0,Chính xác
